ndvi,umidade_solo,precipitacao_72h,temperatura_max,inclinacao_terreno,focos_queimadas,dist_rio_km,historico_eventos,bioma,risco
0.7949,95.0,207.41,30.4,19.93,54,15.439,2,Amazônia,2
0.5437,90.97,183.47,28.52,38.89,13,2.28,4,Sul,2
0.306,23.79,45.09,23.87,14.07,69,0.509,4,Cerrado,1
0.6613,37.55,66.81,24.29,5.01,1,0.829,3,Amazônia,1
0.685,53.74,125.54,16.12,29.27,17,6.196,4,Sul,1
0.3331,79.18,128.57,24.5,16.77,8,2.414,4,Sul,1
0.4412,50.2,93.43,19.18,26.89,13,1.112,3,Sul,1
0.3498,31.28,24.09,36.19,13.17,12,8.404,1,Semiárido,0
0.2118,60.69,133.2,27.78,41.8,13,3.354,2,Mata Atlântica,2
0.6696,80.23,135.44,39.67,28.15,18,4.192,3,Mata Atlântica,2
0.6002,95.0,197.75,30.57,0.23,8,0.836,0,Amazônia,1
0.6449,57.43,126.95,25.43,17.01,32,1.071,3,Cerrado,1
0.4134,38.45,33.95,41.72,2.87,22,0.673,2,Cerrado,1
0.5747,72.56,118.15,25.53,6.16,44,3.613,5,Cerrado,1
0.1628,14.99,7.26,41.34,7.64,10,7.473,1,Semiárido,0
0.3873,11.27,2.2,33.39,33.0,6,6.589,0,Mata Atlântica,1
0.7604,95.0,201.52,29.46,15.65,1,1.514,1,Amazônia,1
0.7229,25.83,31.39,41.03,4.61,14,9.538,2,Amazônia,0
0.5661,54.7,112.28,38.88,31.99,19,0.558,2,Mata Atlântica,2
0.7701,59.15,115.38,38.6,17.7,39,0.605,2,Amazônia,1
0.4015,84.42,129.21,25.35,7.43,15,9.462,5,Sul,1
0.785,76.12,98.44,31.14,21.7,11,1.401,4,Mata Atlântica,2
0.6473,34.45,26.29,23.94,25.54,16,6.157,3,Mata Atlântica,0
0.8409,15.32,3.28,37.31,30.02,14,0.1,5,Mata Atlântica,1
0.1899,16.62,20.51,42.55,1.95,18,0.491,3,Semiárido,1
0.47,9.41,12.75,25.81,16.67,14,4.699,5,Cerrado,0
0.3405,14.4,22.57,31.66,25.42,11,1.007,3,Mata Atlântica,1
0.7015,47.38,91.97,40.51,21.44,16,0.143,4,Mata Atlântica,1
0.5145,71.1,96.56,25.43,4.77,25,3.146,2,Cerrado,0
0.636,71.33,103.14,32.79,12.75,10,2.006,5,Sul,1
0.2037,29.05,28.77,39.21,13.58,0,8.104,1,Semiárido,0
0.4254,58.6,123.82,24.74,16.98,16,8.542,4,Mata Atlântica,1
0.7606,33.94,36.95,15.91,26.56,6,4.765,2,Sul,1
0.7553,72.37,141.41,27.64,39.62,1,1.734,3,Sul,2
0.2239,5.0,17.98,38.88,14.12,10,3.096,4,Semiárido,0
0.2121,16.69,9.67,40.67,17.76,15,6.058,3,Semiárido,0
0.4391,53.18,109.81,29.81,20.0,14,0.359,2,Mata Atlântica,1
0.4702,53.07,108.98,38.28,15.6,7,2.021,3,Mata Atlântica,1
0.7408,24.27,35.8,22.21,22.64,14,8.64,8,Mata Atlântica,1
0.0597,23.69,38.88,38.03,0.84,6,2.605,3,Semiárido,1
0.7191,46.29,80.44,36.12,5.86,3,4.9,3,Amazônia,0
0.3168,79.45,154.24,29.32,32.14,7,0.506,3,Sul,2
0.6308,51.25,123.77,19.43,13.32,1,7.504,5,Sul,1
0.9187,49.24,59.57,39.45,8.15,42,0.529,2,Amazônia,1
0.0964,16.18,30.91,41.09,24.69,3,9.885,4,Semiárido,1
0.7754,66.17,140.33,40.96,21.71,23,0.564,2,Amazônia,2
0.3142,61.41,118.88,27.45,20.64,72,11.077,4,Cerrado,1
0.1617,21.64,27.51,46.06,12.53,4,2.261,4,Semiárido,1
0.7929,69.06,104.25,36.74,20.18,12,4.898,2,Amazônia,1
0.1967,28.09,35.05,33.47,6.67,17,9.372,4,Semiárido,0
0.1722,22.6,17.75,34.68,14.02,10,0.1,3,Semiárido,1
0.3357,27.88,34.51,22.53,19.39,7,1.544,5,Mata Atlântica,1
0.6087,60.91,107.92,36.17,4.28,16,11.948,6,Amazônia,0
0.6243,55.11,93.78,36.67,1.82,53,2.457,5,Cerrado,1
0.7482,63.23,151.13,37.79,10.8,18,6.127,3,Mata Atlântica,1
0.6667,95.0,198.34,23.58,36.22,18,0.754,1,Sul,2
0.8134,28.31,19.83,34.56,49.45,1,5.672,5,Mata Atlântica,1
0.3857,53.97,27.34,25.58,23.04,47,0.38,3,Cerrado,1
0.8113,72.3,158.25,40.93,24.16,6,6.317,3,Mata Atlântica,1
0.5604,66.15,116.09,35.5,10.67,11,1.956,4,Mata Atlântica,1
0.2185,12.22,14.93,40.67,18.47,1,3.135,1,Semiárido,1
0.7329,76.45,110.14,25.74,7.17,51,0.909,3,Amazônia,2
0.1093,7.41,18.13,37.6,23.02,18,4.942,4,Semiárido,1
0.22,37.34,49.15,31.53,33.32,0,2.059,3,Mata Atlântica,1
0.6705,18.52,43.52,20.34,9.72,10,2.417,2,Sul,0
0.6233,68.54,134.38,27.62,0.68,36,5.281,3,Cerrado,1
0.7171,14.37,10.21,35.16,40.2,7,0.985,4,Mata Atlântica,1
0.5795,31.01,27.39,15.26,10.66,13,9.553,4,Sul,0
0.8371,23.28,48.17,32.87,10.56,28,6.722,2,Amazônia,0
0.8436,29.22,30.6,27.2,11.82,9,4.311,2,Sul,0
0.2589,47.11,81.31,34.56,36.11,16,0.687,2,Mata Atlântica,2
0.7356,95.0,201.91,23.0,7.34,7,5.81,2,Amazônia,1
0.3892,39.56,48.16,41.78,23.42,26,0.1,4,Cerrado,1
0.0937,14.18,31.77,36.94,19.87,13,8.158,0,Semiárido,1
0.8894,76.43,131.88,36.36,16.24,11,1.811,4,Amazônia,1
0.2997,31.66,57.67,32.65,22.84,6,0.623,3,Mata Atlântica,1
0.4055,53.18,75.71,27.89,17.53,1,0.899,3,Cerrado,1
0.6041,53.53,89.87,25.55,37.11,5,16.502,3,Mata Atlântica,1
0.7208,95.0,218.81,25.55,0.94,51,7.432,2,Amazônia,1
0.3724,44.18,85.58,28.2,35.84,2,1.358,6,Sul,2
0.7429,95.0,173.76,23.29,19.91,8,16.548,3,Sul,1
0.4126,53.21,72.86,15.2,23.16,9,0.755,2,Sul,1
0.1128,9.85,9.06,47.9,21.64,0,6.612,4,Semiárido,1
0.6929,79.54,172.93,39.68,8.86,8,5.346,4,Amazônia,1
0.261,32.75,37.84,44.5,11.24,19,8.615,3,Semiárido,0
0.8375,77.51,174.02,30.78,11.76,4,2.404,4,Amazônia,1
0.7111,29.22,65.26,30.15,8.11,26,2.569,4,Amazônia,1
0.3949,44.0,93.51,29.3,18.58,12,4.898,5,Cerrado,1
0.7861,22.18,34.12,32.52,43.0,7,2.539,3,Mata Atlântica,1
0.3344,5.0,4.4,47.32,22.85,4,0.211,4,Semiárido,1
0.7048,45.37,111.94,31.33,17.42,11,6.541,1,Mata Atlântica,1
0.5013,53.41,115.48,39.93,5.3,24,5.121,0,Cerrado,0
0.3271,27.69,27.61,28.35,4.12,22,2.756,5,Cerrado,0
0.4495,44.18,97.57,19.48,15.03,3,1.804,1,Sul,1
0.6224,36.97,65.33,28.0,8.67,60,1.934,4,Cerrado,1
0.6618,67.95,93.23,37.07,33.92,13,6.755,2,Mata Atlântica,1
0.8472,63.95,119.55,24.04,4.59,28,6.531,6,Amazônia,0
0.1552,14.96,4.88,32.6,24.46,12,8.544,3,Semiárido,1
0.7438,46.83,97.69,38.02,36.93,9,7.181,2,Mata Atlântica,1
0.7092,95.0,149.11,25.66,16.32,34,7.093,3,Amazônia,1
0.719,26.67,46.21,34.51,0.33,29,1.45,3,Amazônia,1
0.6342,79.75,157.47,41.4,14.06,11,0.536,1,Mata Atlântica,2
0.4791,86.4,144.89,32.46,22.53,12,7.172,5,Mata Atlântica,1
0.4983,71.94,139.47,25.75,9.55,51,0.519,0,Cerrado,1
0.2427,94.91,185.95,28.09,6.49,17,20.118,2,Sul,1
0.8921,49.53,91.93,38.47,15.01,0,10.401,3,Amazônia,1
0.388,69.7,136.18,29.03,14.59,16,3.812,2,Cerrado,1
0.7949,87.17,163.24,34.81,28.3,5,2.171,2,Sul,2
0.6463,32.65,40.09,37.55,21.11,74,3.742,4,Cerrado,1
0.4753,74.22,152.61,32.02,23.74,19,6.627,4,Mata Atlântica,1
0.4615,36.66,72.13,37.66,18.43,53,7.06,3,Cerrado,1
0.3859,14.57,20.77,28.34,1.97,27,0.383,3,Cerrado,0
0.3736,22.24,51.58,32.63,19.55,5,8.17,3,Sul,1
0.4136,44.37,103.6,35.73,23.68,49,5.129,2,Cerrado,1
0.7174,90.12,171.03,28.23,28.37,4,0.207,4,Sul,2
0.9388,30.07,27.63,27.47,12.94,41,1.878,6,Amazônia,1
0.7564,91.47,163.9,35.04,6.27,52,3.573,3,Amazônia,1
0.7755,25.51,76.05,35.11,18.91,59,1.044,0,Amazônia,2
0.3214,60.8,116.07,31.87,27.63,4,0.844,0,Mata Atlântica,1
0.6928,15.89,32.36,37.91,16.63,5,0.1,5,Cerrado,1
0.5439,54.91,96.27,18.81,38.71,1,12.127,5,Sul,1
0.7695,7.44,1.72,39.63,44.66,4,0.289,2,Mata Atlântica,1
0.5006,95.0,184.12,32.08,37.52,11,2.279,2,Sul,2
0.8023,85.71,166.89,28.29,18.08,51,1.152,4,Amazônia,2
0.3501,42.85,105.65,21.69,36.81,6,6.755,1,Sul,1
0.0785,5.0,3.23,34.8,16.03,2,6.141,2,Semiárido,0
0.2132,21.99,26.27,46.73,19.17,8,8.205,6,Semiárido,0
0.2722,22.61,26.15,32.7,8.37,14,4.796,2,Semiárido,0
0.2771,5.0,3.8,43.76,1.9,14,4.478,4,Semiárido,0
0.7026,66.73,151.84,24.38,19.09,7,2.614,5,Mata Atlântica,1
0.8322,55.01,98.02,27.59,3.55,27,5.058,1,Amazônia,0
0.7439,69.0,154.51,35.72,9.27,27,0.612,2,Amazônia,1
0.4347,15.76,42.04,27.02,39.31,19,5.768,5,Sul,1
0.7539,18.32,26.14,35.25,19.35,0,0.549,4,Mata Atlântica,1
0.1891,7.52,3.15,39.69,21.56,3,9.893,1,Semiárido,1
0.6666,5.0,0.96,41.39,28.38,3,3.523,3,Mata Atlântica,0
0.7099,22.27,39.38,26.33,11.9,44,3.779,7,Amazônia,1
0.8419,40.65,67.18,36.98,21.21,50,4.396,5,Amazônia,1
0.4135,22.24,39.61,40.53,33.47,7,7.482,0,Mata Atlântica,1
0.6418,17.28,14.78,23.83,14.47,43,3.255,1,Cerrado,1
0.6646,83.01,167.31,30.28,10.85,59,2.789,5,Amazônia,2
0.4449,31.28,43.87,40.39,45.57,11,1.701,4,Mata Atlântica,1
0.7505,27.96,24.05,26.06,12.01,47,0.685,1,Amazônia,1
0.3785,87.93,156.68,40.68,23.7,14,1.056,3,Mata Atlântica,2
0.3078,29.35,19.89,32.54,8.59,4,0.1,2,Cerrado,0
0.3055,25.46,19.27,41.48,24.84,8,10.179,1,Semiárido,0
0.5093,79.69,149.12,31.0,8.41,62,7.24,6,Cerrado,1
0.4849,70.31,140.3,28.53,42.11,2,1.234,1,Mata Atlântica,2
0.7725,33.0,57.42,27.64,8.85,22,0.1,1,Amazônia,0
0.705,83.18,176.44,32.83,14.77,39,3.388,4,Amazônia,1
0.6168,16.43,14.06,31.67,22.77,8,2.66,3,Cerrado,1
0.3329,67.4,114.01,31.64,14.72,7,7.481,2,Mata Atlântica,1
0.8062,74.95,155.66,23.76,44.05,8,2.578,2,Mata Atlântica,2
0.3681,48.79,86.0,38.05,21.48,35,9.98,5,Cerrado,1
0.2974,40.83,79.76,31.63,20.65,1,0.504,5,Mata Atlântica,1
0.2585,83.97,159.05,20.2,36.8,15,2.277,3,Sul,2
0.0697,19.57,30.73,41.4,11.46,19,13.586,0,Semiárido,1
0.8566,70.36,145.8,28.34,9.63,23,0.1,1,Amazônia,1
0.2902,51.97,104.31,22.09,10.85,19,2.478,1,Mata Atlântica,1
0.926,38.72,54.33,40.22,16.31,17,1.504,1,Amazônia,1
0.8873,37.59,62.39,37.21,10.05,46,3.795,0,Amazônia,1
0.5928,78.44,158.1,27.89,13.01,6,1.634,1,Sul,1
0.83,37.23,55.31,36.03,9.56,29,10.198,3,Amazônia,0
0.6949,21.84,33.33,22.4,22.55,9,13.834,5,Mata Atlântica,1
0.3706,39.1,44.19,22.56,36.77,18,9.457,4,Mata Atlântica,1
0.2188,5.0,0.55,35.76,20.09,4,2.542,0,Semiárido,1
0.8278,52.6,97.0,23.92,45.5,7,22.993,1,Mata Atlântica,1
0.8893,50.02,112.76,41.29,24.35,53,6.641,2,Amazônia,1
0.5266,28.73,47.31,39.88,20.82,48,2.197,3,Cerrado,1
0.3298,62.9,145.93,35.0,18.72,13,0.492,2,Mata Atlântica,1
0.8019,95.0,218.56,23.27,6.06,4,5.499,0,Amazônia,1
0.5929,44.86,63.2,28.5,16.85,12,6.52,4,Cerrado,0
0.6415,28.62,27.15,29.43,18.17,2,0.653,2,Amazônia,1
0.9432,20.89,23.46,31.62,11.6,22,3.99,6,Amazônia,0
0.6583,72.54,153.08,25.38,5.75,22,21.748,3,Cerrado,1
0.6235,30.49,59.16,33.55,13.93,55,1.974,4,Amazônia,1
0.56,46.23,52.78,30.72,14.19,1,1.797,3,Mata Atlântica,0
0.675,35.27,30.33,40.95,28.22,12,11.681,2,Mata Atlântica,1
0.3104,26.92,35.06,32.57,15.72,18,0.625,2,Semiárido,1
0.8306,44.57,85.13,33.31,7.3,41,13.555,5,Amazônia,1
0.7863,51.52,67.25,34.89,5.39,42,7.559,0,Amazônia,0
0.6361,95.0,201.68,24.76,17.92,29,2.478,1,Amazônia,1
0.6318,43.37,69.4,26.47,11.41,16,0.436,3,Mata Atlântica,1
0.1435,35.52,32.34,35.64,14.93,2,0.1,3,Semiárido,1
0.7037,50.17,103.1,35.98,15.36,35,2.357,1,Amazônia,1
0.3285,92.93,167.84,25.2,33.39,18,6.11,2,Sul,2
0.8866,58.33,97.17,33.4,9.0,6,3.343,6,Amazônia,1
0.2754,67.74,127.73,40.7,21.05,14,6.71,4,Mata Atlântica,1
0.1647,16.56,31.93,37.3,11.98,5,5.552,1,Semiárido,1
0.2332,79.42,165.47,25.3,27.3,17,4.254,2,Sul,1
0.1629,19.51,15.84,37.41,8.71,9,17.132,3,Semiárido,0
0.1602,5.0,10.86,38.29,3.26,3,6.517,2,Semiárido,0
0.3162,79.98,151.66,30.34,9.08,28,12.303,3,Cerrado,1
0.2926,16.57,4.93,46.15,15.21,17,1.386,1,Semiárido,1
0.8422,84.13,145.74,39.83,0.57,1,6.253,3,Amazônia,1
0.5308,86.24,192.34,21.98,37.53,9,4.554,3,Sul,1
0.5022,92.48,158.3,30.06,16.16,9,12.905,1,Mata Atlântica,1
0.1308,26.73,6.98,42.34,7.38,6,3.571,1,Semiárido,0
0.8141,57.86,98.06,30.93,23.16,19,1.64,5,Mata Atlântica,1
0.7067,56.56,120.71,25.62,24.68,13,2.429,3,Mata Atlântica,1
0.5914,24.26,37.14,24.85,26.82,7,1.235,4,Mata Atlântica,1
0.2232,18.5,19.53,33.78,0.11,8,1.242,6,Semiárido,0
0.8872,43.29,68.48,23.98,0.66,15,3.178,2,Amazônia,0
0.7671,73.31,138.9,41.15,8.94,8,11.155,4,Amazônia,1
0.7228,95.0,196.77,22.95,3.11,51,1.065,2,Amazônia,1
0.7269,95.0,202.14,30.03,0.56,51,1.697,3,Amazônia,1
0.3507,55.0,94.34,19.69,14.02,19,9.586,6,Sul,1
0.7149,85.7,174.65,35.78,6.85,4,2.072,0,Amazônia,1
0.8144,70.34,138.69,25.76,24.85,3,16.406,7,Sul,1
0.4207,44.0,84.94,32.94,4.49,37,1.566,3,Cerrado,0
0.7633,52.39,59.52,37.46,1.17,31,2.918,2,Amazônia,0
0.1726,23.06,2.96,34.91,18.62,10,0.502,4,Semiárido,1
0.744,51.68,81.92,35.97,39.49,13,24.253,3,Mata Atlântica,1
0.218,86.47,144.91,23.99,10.89,12,11.043,3,Mata Atlântica,1
0.7421,45.79,64.69,23.77,12.41,3,8.507,2,Mata Atlântica,0
0.2652,13.94,5.48,32.37,0.34,15,0.856,4,Semiárido,0
0.8883,74.91,169.29,26.31,10.91,39,17.427,2,Amazônia,1
0.6744,88.45,177.21,33.7,23.79,12,13.236,2,Sul,1
0.307,58.63,112.88,19.11,36.51,19,2.861,4,Sul,1
0.5678,48.86,105.43,38.4,42.5,4,5.723,0,Mata Atlântica,1
0.9264,38.54,88.93,38.93,24.11,5,24.437,3,Amazônia,1
0.3159,15.57,3.57,39.22,36.15,9,2.636,3,Mata Atlântica,1
0.9268,71.05,128.6,34.39,14.31,8,0.6,4,Amazônia,1
0.8394,44.62,96.7,36.88,16.65,53,10.116,2,Amazônia,1
0.5294,17.93,30.57,29.18,19.94,0,3.236,0,Cerrado,1
0.3104,65.29,101.21,41.97,33.71,5,21.702,1,Mata Atlântica,1
0.449,83.71,177.61,23.45,8.9,4,4.002,1,Sul,1
0.2974,14.3,6.45,44.76,11.22,1,0.15,2,Semiárido,1
0.1753,16.23,17.05,35.66,9.28,5,3.384,2,Semiárido,1
0.593,60.58,102.37,24.24,20.58,44,6.33,2,Cerrado,1
0.6732,63.48,132.72,33.35,21.63,20,0.132,3,Cerrado,2
0.5629,83.31,159.69,29.07,3.45,63,2.667,2,Cerrado,1
0.3153,95.0,196.63,15.81,24.22,12,0.845,8,Sul,2
0.624,32.18,44.75,33.17,17.09,5,5.151,6,Amazônia,0
0.4553,95.0,195.34,23.5,31.29,5,15.773,3,Sul,2
0.2028,62.32,109.03,24.47,13.0,2,4.899,3,Mata Atlântica,1
0.3116,95.0,150.02,30.8,13.0,42,5.935,3,Cerrado,1
0.2208,32.24,3.85,35.36,16.14,2,2.526,2,Semiárido,0
0.7195,23.5,40.96,28.3,11.08,19,4.141,2,Mata Atlântica,0
0.2867,63.6,158.72,27.03,32.21,8,3.925,2,Sul,2
0.2719,33.18,40.52,18.34,27.76,3,7.127,5,Sul,1
0.3258,41.06,65.05,39.25,6.6,9,9.721,2,Cerrado,0
0.5297,23.05,10.03,35.11,12.31,67,5.437,5,Cerrado,0
0.5834,75.91,139.99,24.0,13.24,7,19.513,3,Mata Atlântica,1
0.7,38.74,62.2,28.67,24.82,1,8.81,5,Sul,1
0.8141,51.8,72.1,38.64,6.11,27,0.666,1,Amazônia,1
0.693,45.17,55.04,37.07,30.13,5,3.541,3,Mata Atlântica,1
0.4417,20.02,46.44,31.32,20.92,6,11.677,2,Mata Atlântica,0
0.1866,16.63,28.95,37.27,10.5,12,14.406,3,Semiárido,0
0.7242,53.73,98.06,31.57,24.61,14,2.392,1,Amazônia,1
0.157,25.31,31.95,46.94,19.49,6,6.468,4,Semiárido,1
0.8379,81.22,160.67,27.67,25.17,3,2.643,2,Sul,2
0.8304,61.84,106.4,39.81,0.31,36,0.66,3,Amazônia,1
0.6245,32.22,31.34,31.09,19.44,13,10.797,1,Amazônia,1
0.8064,30.32,14.38,15.49,12.94,16,13.438,3,Sul,0
0.6636,92.48,171.26,24.03,14.64,13,3.513,2,Amazônia,1
0.7188,68.09,142.81,15.04,23.64,12,0.1,6,Sul,2
0.4815,14.52,12.53,32.97,30.97,0,8.465,0,Mata Atlântica,1
0.6147,26.51,37.66,35.04,3.34,35,3.24,1,Amazônia,0
0.4926,95.0,182.8,31.37,39.48,8,0.39,2,Sul,2
0.338,28.48,33.83,31.44,0.92,67,1.05,4,Cerrado,1
0.5035,80.6,119.24,23.89,11.69,9,0.825,2,Mata Atlântica,1
0.4494,53.31,103.4,34.04,16.44,7,5.796,6,Cerrado,1
0.3296,80.23,147.73,39.1,36.96,9,1.779,7,Mata Atlântica,2
0.7758,44.59,34.65,36.75,19.43,48,0.683,4,Amazônia,1
0.4772,59.96,120.22,29.57,11.73,76,12.484,2,Cerrado,1
0.5933,70.1,129.66,25.94,7.95,16,15.679,0,Sul,0
0.4279,43.55,90.45,35.26,1.13,45,0.746,0,Cerrado,1
0.3835,50.79,88.3,38.3,29.96,14,1.308,5,Mata Atlântica,1
0.5759,32.0,62.14,35.39,24.4,61,4.484,4,Cerrado,1
0.2172,30.56,26.8,42.35,9.97,6,0.816,2,Semiárido,0
0.8224,81.39,154.45,38.43,21.09,42,0.863,4,Amazônia,2
0.8434,88.29,188.69,27.09,13.06,4,2.052,3,Sul,1
0.4645,32.52,34.74,29.34,29.27,19,14.896,5,Mata Atlântica,1
0.8633,43.38,70.27,35.64,23.7,25,16.409,3,Amazônia,1
0.786,54.83,81.87,33.8,5.76,14,9.219,3,Amazônia,0
0.8371,65.99,143.37,34.59,11.37,39,5.949,3,Amazônia,1
0.5979,73.9,134.09,28.86,14.26,2,6.377,7,Mata Atlântica,1
0.3039,76.76,133.26,30.57,13.79,75,3.17,4,Cerrado,2
0.1334,19.28,27.86,37.26,6.16,15,3.777,4,Semiárido,0
0.4288,45.78,100.87,38.79,5.22,11,5.032,7,Cerrado,0
0.8915,95.0,214.79,37.26,18.82,54,6.571,1,Amazônia,2
0.4098,81.49,135.67,24.37,36.23,4,0.509,1,Mata Atlântica,2
0.3071,21.24,4.92,33.62,22.85,3,1.274,5,Semiárido,1
0.751,68.57,136.39,22.53,0.46,33,16.477,4,Amazônia,1
0.7327,81.17,179.15,22.16,15.77,32,2.041,3,Amazônia,1
0.9203,54.77,106.08,26.49,15.12,36,1.563,5,Amazônia,1
0.312,21.49,33.53,36.89,14.46,19,2.74,5,Semiárido,1
0.7457,34.76,46.6,40.09,46.94,8,1.719,9,Mata Atlântica,1
0.5837,79.9,155.62,29.84,41.6,15,0.478,3,Mata Atlântica,2
0.1487,20.73,36.87,46.44,16.48,2,1.166,5,Semiárido,1
0.1444,19.49,1.45,44.0,19.55,16,5.11,5,Semiárido,1
0.5289,79.03,149.4,41.06,42.05,19,1.263,3,Mata Atlântica,2
0.4591,39.6,57.46,27.62,18.27,9,5.216,5,Sul,0
0.6137,34.6,84.47,23.14,0.71,10,0.527,1,Amazônia,1
0.6952,58.97,150.4,26.96,3.68,54,0.214,3,Amazônia,1
0.649,51.79,117.25,22.98,16.68,65,9.887,3,Cerrado,1
0.9424,86.04,175.73,34.33,12.35,1,7.136,6,Amazônia,1
0.4703,15.95,2.94,36.21,43.93,10,5.483,3,Mata Atlântica,1
0.3985,38.25,103.38,30.08,12.49,18,0.157,3,Sul,1
0.8549,95.0,213.4,39.08,9.17,58,1.368,4,Amazônia,2
0.721,76.03,142.27,31.06,22.21,51,8.365,5,Amazônia,2
0.6926,29.77,19.55,41.97,43.72,7,0.781,2,Mata Atlântica,1
0.5447,93.36,198.99,26.94,20.63,17,8.379,1,Sul,1
0.5108,71.53,126.49,24.19,20.46,59,4.388,1,Cerrado,1
0.3691,25.32,32.2,28.04,43.83,17,6.742,2,Mata Atlântica,1
0.8742,47.91,69.02,22.51,22.84,29,5.171,1,Amazônia,1
0.6931,82.2,162.94,37.65,17.85,37,2.698,0,Amazônia,1
0.7404,39.97,57.6,19.22,30.54,12,1.726,3,Sul,1
0.4373,53.91,77.21,24.34,13.59,2,5.585,1,Sul,1
0.8112,38.38,73.89,23.05,23.04,4,8.223,2,Amazônia,1
0.6379,59.17,103.9,26.09,8.7,11,0.229,1,Sul,1
0.205,35.5,89.33,38.83,17.37,9,2.389,3,Mata Atlântica,1
0.5089,73.44,127.2,31.27,8.01,0,2.16,0,Sul,1
0.3253,92.57,147.25,30.29,46.64,5,4.099,2,Mata Atlântica,2
0.6078,64.05,140.81,41.4,17.34,18,0.605,0,Mata Atlântica,1
0.8366,44.42,77.34,34.54,16.94,12,13.547,5,Mata Atlântica,1
0.5019,43.17,57.48,30.32,29.18,0,3.976,3,Mata Atlântica,1
0.7075,46.67,80.12,38.06,10.31,54,12.869,1,Amazônia,1
0.7913,80.52,152.23,27.91,8.3,45,8.49,3,Amazônia,1
0.3352,46.48,87.13,27.32,12.9,73,1.064,4,Cerrado,1
0.0844,20.45,30.54,35.46,15.84,16,0.71,5,Semiárido,1
0.6598,80.46,156.54,29.81,16.54,59,9.875,1,Amazônia,1
0.7108,24.16,30.42,24.72,42.17,10,3.84,4,Mata Atlântica,1
0.3926,63.75,139.04,21.47,34.02,19,0.1,2,Sul,2
0.9143,41.73,70.96,37.76,0.88,22,13.608,7,Amazônia,0
0.3455,73.55,112.2,35.52,49.35,12,3.203,3,Mata Atlântica,1
0.6717,44.35,82.94,30.24,7.83,55,1.79,6,Cerrado,1
0.5147,42.3,92.83,20.75,12.11,0,3.635,3,Sul,1
0.6058,95.0,207.56,30.22,11.26,36,8.656,4,Amazônia,1
0.7824,70.08,144.75,36.21,37.64,16,0.584,1,Mata Atlântica,2
0.1953,7.06,17.1,38.3,0.35,6,2.223,0,Semiárido,0
0.2115,65.84,120.39,17.95,30.54,16,1.92,7,Sul,1
0.7602,31.71,60.27,32.22,10.85,15,9.152,4,Mata Atlântica,1
0.3133,69.05,140.9,35.61,11.44,11,7.536,1,Mata Atlântica,1
0.6042,64.23,116.6,30.27,49.67,7,2.555,2,Mata Atlântica,1
0.2162,79.66,180.24,17.5,36.66,10,5.46,2,Sul,2
0.4597,56.54,133.05,27.15,23.38,2,2.508,3,Mata Atlântica,1
0.681,31.26,34.96,30.69,24.37,42,4.235,3,Amazônia,1
0.2655,76.97,181.32,31.44,25.85,3,23.674,3,Sul,1
0.4754,11.91,21.39,22.76,23.17,8,3.835,0,Mata Atlântica,1
0.3996,41.83,101.7,33.77,24.81,16,22.36,1,Mata Atlântica,1
0.6177,37.55,69.16,39.29,24.18,29,6.876,1,Amazônia,1
0.7651,67.73,119.46,22.51,44.65,11,0.643,3,Mata Atlântica,2
0.4058,63.28,115.24,25.92,17.18,54,7.947,3,Cerrado,1
0.2528,77.1,105.52,31.2,35.86,14,0.879,2,Mata Atlântica,2
0.61,43.21,53.92,35.32,13.99,44,3.8,1,Amazônia,1
0.4186,44.38,92.01,25.42,39.54,2,4.75,3,Mata Atlântica,1
0.6369,40.54,88.27,33.03,34.41,1,11.139,3,Sul,1
0.8756,46.97,33.69,32.38,22.39,0,1.181,1,Amazônia,1
0.2867,24.95,14.18,22.39,11.14,11,10.435,1,Sul,0
0.5945,41.37,58.65,22.7,7.07,59,13.628,1,Cerrado,0
0.338,61.47,111.91,17.45,5.57,10,0.469,4,Sul,1
0.2799,21.65,20.82,40.97,4.93,18,10.827,6,Semiárido,0
0.2381,5.0,3.97,24.61,46.5,14,1.5,0,Mata Atlântica,1
0.2972,21.17,21.81,39.09,16.32,6,0.422,2,Semiárido,1
0.8491,74.29,140.18,26.38,21.65,7,15.919,3,Sul,1
0.3319,72.94,154.38,41.06,20.8,57,2.49,3,Cerrado,2
0.4718,45.83,88.3,27.75,17.63,38,4.877,4,Cerrado,0
0.3187,58.98,81.08,31.75,47.36,14,4.025,4,Mata Atlântica,1
0.2051,19.9,23.99,42.0,12.39,9,1.199,0,Semiárido,0
0.0851,32.61,13.29,32.46,23.61,16,5.537,4,Semiárido,1
0.2085,5.0,0.37,38.99,0.58,5,0.236,5,Semiárido,0
0.4331,25.67,43.67,33.32,19.86,4,1.135,2,Cerrado,1
0.2277,5.0,4.53,47.48,6.3,19,14.472,7,Semiárido,0
0.882,81.23,177.98,41.76,4.63,38,15.342,5,Amazônia,1
0.5625,9.73,13.98,35.97,34.18,5,3.295,1,Mata Atlântica,1
0.6791,60.86,106.35,29.6,1.49,15,0.926,3,Amazônia,1
0.3046,77.2,143.14,30.24,24.8,6,2.738,5,Cerrado,2
0.5786,72.69,149.88,29.03,21.75,23,10.481,2,Cerrado,1
0.4504,37.12,98.88,34.07,13.03,30,0.364,4,Cerrado,1
0.4606,25.66,8.44,36.79,20.96,8,0.684,3,Mata Atlântica,1
